ID_заказа,ID_исполнителя,тип_работы,город,продолжительность_заказа,расстояние_от_центра,рейтинг_исполнителя,возраст_исполнителя,опыт_работы,наличие_бонусов,историческая_средняя_зарплата,уровень_безработицы,день_недели,время_суток,сезон,вышел_на_смену
7862,836,уборка,Новосибирск,9,11.822281221434645,4.795231904008508,51,4,0,3297.285641867844,2.958266459719918,3,9,1,1
7863,989,покраска,Москва,2,7.809230821309816,4.917109071779903,31,37,0,1794.7350933196706,0.979592082635089,1,17,3,1
7864,300,покраска,Санкт-Петербург,4,18.884803506927827,3.646170903666207,31,30,1,1935.147335519629,4.029475882785865,2,10,4,1
7865,802,уборка,Новосибирск,1,24.155458582672523,4.779252770303165,32,38,1,1844.6367000679404,7.891648472411724,4,6,1,0
7866,589,покраска,Екатеринбург,3,2.5534310948331984,3.166029545361773,59,19,1,1551.622983421157,2.845066294074731,7,6,3,0
7867,810,уборка,Москва,6,18.757320818585015,2.229131782267087,37,28,1,3834.8190985916976,8.811246868507913,3,4,3,1
7868,649,электрика,Москва,9,1.5541959484666301,2.2603714238661654,45,32,1,3285.5241421641986,8.013566857517487,2,20,2,1
7869,618,электрика,Екатеринбург,11,16.026804353895777,3.235762359529382,21,38,0,2837.224207975575,9.976304671809563,1,21,3,1
7870,607,покраска,Москва,1,8.081251130855371,3.4201444826207936,24,31,0,2716.3675654283334,7.2580077897053314,7,5,2,1
7871,135,покраска,Москва,5,9.545930081358978,2.7584682796789957,19,24,1,3114.853085908475,0.4923265311200553,7,6,4,1
7872,580,покраска,Москва,2,14.279330937480287,4.535085934047375,26,26,0,3162.362881428251,5.934211078393497,5,20,1,0
7873,147,уборка,Новосибирск,7,27.849670091994817,2.706784474854202,40,22,1,1986.770140366845,3.0177605039478737,1,20,4,0
7874,490,электрика,Новосибирск,4,21.464685544342355,2.0936945879906714,53,1,0,3360.3715788092622,9.48529565842585,6,10,1,1
7875,478,электрика,Санкт-Петербург,5,28.136945090392643,1.0319275133741592,29,3,0,1668.0961666746407,7.120688353248351,1,18,4,0
7876,159,штукатурка,Москва,8,19.96914463448099,4.882277112630547,40,24,1,4785.26236693099,7.827556367205236,2,3,1,0
7877,384,штукатурка,Санкт-Петербург,2,0.7096785390918601,4.297253132571777,48,22,0,3999.763260449743,5.613517822802016,5,17,4,0
7878,163,покраска,Новосибирск,3,8.33476332175649,3.462238338741316,59,35,0,1533.1044997885513,9.669756819357001,4,1,4,1
7879,441,уборка,Москва,11,27.22029104275103,4.322169015613845,28,22,1,2510.9107790071666,1.7063539576012987,7,0,1,0
7880,853,покраска,Санкт-Петербург,5,19.48164286854847,4.241156921003776,18,32,0,4939.525537949625,3.8929258231975195,1,0,3,1
7881,189,электрика,Москва,10,29.458593478823108,4.7274031209033005,30,27,1,1669.5988722812308,5.000484297060472,1,10,1,0
7882,415,покраска,Москва,4,5.10093856693972,2.5442707334414996,56,7,1,2013.5389419356397,5.533964195943074,5,6,3,1
7883,339,покраска,Екатеринбург,5,9.254061076642323,3.219408968343763,46,32,1,3169.9018357426908,7.763683491133849,4,15,3,0
7884,607,электрика,Санкт-Петербург,3,11.18984595575257,1.3945120948809837,23,28,0,2737.0727065809215,7.285084822036607,1,3,1,1
7885,181,электрика,Новосибирск,9,10.133455635935661,4.861261702875892,48,14,1,4948.309157752755,0.5474299104082248,1,12,1,0
7886,288,электрика,Санкт-Петербург,8,7.933750139421479,4.940508277129999,26,14,1,3388.5718332530987,7.237376002792757,2,13,1,0
7887,834,электрика,Санкт-Петербург,6,13.582238614824947,4.156336991724807,35,36,1,4794.18663692992,2.6234317849307964,6,19,3,1
7888,187,штукатурка,Санкт-Петербург,1,19.44779463939645,2.8164839325933473,20,18,1,2818.872369114367,4.160889918743262,2,15,4,1
7889,884,уборка,Екатеринбург,4,9.682079225157533,2.9862670036574306,49,20,1,2452.320720994864,4.501847171680831,3,8,3,1
7890,138,уборка,Москва,7,2.8511477377705425,2.741467731951428,20,34,0,2509.4715832982674,6.935703140622898,2,8,1,0
7891,130,электрика,Новосибирск,10,21.401709543348318,2.1732425460889218,47,25,1,3728.0956204307436,6.813069002751213,7,6,2,1
7892,194,уборка,Екатеринбург,5,14.040988395547425,3.1111656221950663,23,27,1,3614.0490688117916,3.7848358398525193,7,6,4,1
7893,316,уборка,Новосибирск,4,16.916228029656864,1.2137802780022673,44,21,0,3437.6040323739526,8.13234821734523,4,10,2,0
7894,984,уборка,Екатеринбург,9,13.934319386335495,4.967548247748674,19,35,0,2161.745993269276,1.2148436549164998,3,22,1,1
7895,785,уборка,Москва,8,26.765546351919852,2.6962005406565632,37,15,1,2422.060560907646,2.3271960954567126,2,6,4,1
7896,864,электрика,Новосибирск,3,16.98297741640821,4.7094663361484255,34,11,1,2511.908314327387,4.246957887007625,5,18,1,1
7897,144,покраска,Санкт-Петербург,6,27.736666775626617,3.8970858426400143,50,27,0,4531.820934581607,2.188536637360541,2,6,4,1
7898,16,покраска,Екатеринбург,4,15.561972575902008,2.159771667455736,34,6,1,4360.666799134093,9.275843122691775,6,15,3,1
7899,302,покраска,Новосибирск,7,9.131350786088314,1.8882104726984097,54,32,0,2217.5932754060004,9.277987225738508,2,20,2,1
7900,423,штукатурка,Москва,1,10.9855563216978,4.9827017350494245,46,23,0,2012.4907325255176,1.7060660946351969,6,15,3,1
7901,245,уборка,Новосибирск,1,15.902814160751173,4.088505420216142,26,10,1,1857.490294446082,4.132381505812301,2,14,4,0
7902,927,электрика,Екатеринбург,6,16.134688415247755,1.9986458965973637,21,14,0,1736.7329051508455,9.920013828871495,6,1,1,0
7903,107,электрика,Москва,10,20.77646219569399,1.2697801927090424,57,18,1,4946.170708373802,0.19418284410668618,1,6,3,0
7904,88,штукатурка,Санкт-Петербург,11,7.122598729505608,3.787666181205515,30,14,0,4339.527924335394,0.43293375687923685,6,14,1,1
7905,129,электрика,Екатеринбург,7,19.9358655489823,2.2120658272443054,23,8,1,1559.248250186177,8.429284079053804,5,0,1,0
7906,907,покраска,Екатеринбург,9,23.46834624723219,1.8853232505108695,26,12,0,1523.1894284182038,3.8217626070600055,3,20,1,0
7907,887,штукатурка,Москва,7,20.459463689276205,3.9397496605973443,43,28,0,3914.71879056017,7.307461801552748,7,6,4,0
7908,341,электрика,Екатеринбург,9,14.71392923961893,3.7170452906173903,56,25,0,2589.4554592100644,6.182064713355424,1,15,1,0
7909,4,штукатурка,Новосибирск,10,29.754579207946602,2.9256506990407645,58,22,0,1846.3327004940259,6.943198948640422,5,12,3,1
7910,327,штукатурка,Санкт-Петербург,9,12.441988194311879,4.770623731081493,59,16,0,3124.0565761729777,1.9739711432215301,3,22,3,0
7911,410,электрика,Новосибирск,8,3.6444231301049617,3.7185534642299642,31,4,0,1565.932778891987,5.47090203873193,6,4,3,0
7912,879,покраска,Москва,7,24.734374354516618,4.573678242479637,51,15,0,2987.0816062014237,6.463161504980968,2,6,3,1
7913,306,электрика,Екатеринбург,3,6.759935956972337,1.7622117693988764,21,38,0,2331.522449737643,5.521643914443869,1,7,2,1
7914,908,уборка,Санкт-Петербург,11,21.54192440062204,2.186583640323555,38,29,0,2427.068521326828,9.446919638908394,3,10,2,1
7915,607,уборка,Москва,3,5.779800340096214,1.418080534774913,48,20,0,2501.808606045699,0.1628671491338718,2,9,4,0
7916,721,электрика,Новосибирск,11,0.9978830303092117,2.2183199914881415,38,4,0,2576.9614554724376,2.1469260232734397,1,14,3,1
7917,225,покраска,Екатеринбург,5,5.214058811776257,4.887113316825522,46,25,0,1570.148181951445,0.7362652258867008,3,12,3,1
7918,971,уборка,Екатеринбург,7,11.621166548986746,4.851424984369203,41,29,1,3495.71810662195,9.634570841327376,3,20,1,1
7919,348,уборка,Москва,10,3.6452382903290492,4.041545418203963,33,21,1,3417.6151695990147,2.3397037370100415,1,21,2,0
7920,992,электрика,Новосибирск,7,6.33153298495262,3.084193051131829,26,1,0,3777.824956555935,7.403201810158071,1,6,2,1
7921,321,электрика,Екатеринбург,1,23.056475191689593,4.1231191951689805,38,11,0,2059.705310837826,1.4565919302526187,7,22,3,1
7922,559,электрика,Новосибирск,8,23.211566435325356,3.2139478048548797,19,26,1,4981.861364961089,0.5218397396446561,6,20,3,1
7923,988,штукатурка,Санкт-Петербург,1,24.615902702133813,1.0140340186857735,19,25,0,1975.38308932076,1.9098534278232016,7,1,3,0
7924,181,штукатурка,Екатеринбург,11,25.314079478153978,3.006188295774462,54,24,0,4340.445164078479,2.7619853569271213,6,5,4,0
7925,618,штукатурка,Санкт-Петербург,4,12.902858891105785,3.39569378404421,54,18,0,2271.261330177508,4.582761306551053,3,12,1,0
7926,711,электрика,Екатеринбург,2,26.09271499045909,2.0629934300120167,22,26,1,3036.6281467194653,0.22225605826441397,4,20,1,0
7927,386,покраска,Москва,5,16.01513781291427,1.8131742569666462,23,16,0,2634.708087249376,6.172753404099752,2,5,2,0
7928,618,уборка,Екатеринбург,6,14.38261494961224,2.095236379222605,25,5,1,2576.9832783654538,6.562540405636273,3,11,2,0
7929,792,штукатурка,Екатеринбург,4,21.696821705375385,3.494510998071463,49,22,0,3202.793080732995,2.9092697066837827,1,11,1,0
7930,772,покраска,Новосибирск,4,6.807643135117263,1.58425645974221,54,17,1,2338.697923363713,2.6485539083946676,3,14,1,1
7931,108,электрика,Новосибирск,7,23.790172616410423,3.8813132053179977,30,1,1,3413.9963806914243,1.903942239636397,1,11,3,0
7932,531,штукатурка,Санкт-Петербург,11,13.169241883702997,2.690699283846438,20,18,0,2377.3876766615203,2.1519932389906593,2,2,1,0
7933,410,электрика,Санкт-Петербург,4,4.255214713110933,2.413391436821302,26,3,1,4905.2107772360705,6.503387310398785,6,0,1,0
7934,971,покраска,Санкт-Петербург,2,4.019701448750544,4.228925166721412,21,32,1,2337.93641816504,6.057705745761101,7,11,3,1
7935,296,штукатурка,Екатеринбург,4,5.364748943477654,3.0242529977461063,45,33,0,4176.17765878856,9.148723102715593,1,9,1,1
7936,818,штукатурка,Екатеринбург,7,26.77189566019158,2.5136022447637125,57,31,1,3144.010154872318,8.274919496666405,1,0,3,0
7937,171,штукатурка,Санкт-Петербург,1,29.7326657566419,4.512618862242418,33,17,0,1632.7162846895837,5.7597637115517175,4,9,4,1
7938,331,штукатурка,Москва,4,11.030727076437863,2.473006528797903,28,8,0,2034.4620677165294,1.6738434789219514,6,19,1,1
7939,493,покраска,Москва,6,9.11824364005628,4.436001131773482,36,36,1,4749.963982339983,3.235695169511729,7,11,3,0
7940,195,штукатурка,Екатеринбург,8,6.95374369153295,3.016794793850233,59,35,1,4370.9977970076,4.760040187975197,1,14,2,1
7941,12,уборка,Москва,8,24.80258607643374,1.832028389820029,39,2,1,2004.5202525396544,4.206987815553012,5,7,3,0
7942,195,уборка,Москва,9,6.671620731356845,3.451272752444335,56,17,1,1678.678769291574,0.6441330519031829,7,5,3,0
7943,490,электрика,Санкт-Петербург,5,27.76065883294296,2.141294105079845,29,39,0,2034.4831695566877,3.582334110937323,5,15,3,1
7944,795,штукатурка,Москва,2,20.18683617965284,1.5886205287047805,47,24,0,3543.7514190332968,1.8767535733655483,4,7,3,0
7945,881,уборка,Москва,3,26.965269854241242,1.346117485591118,57,1,0,3717.4875982837766,5.748885855644269,2,23,2,1
7946,182,уборка,Екатеринбург,2,16.843290704627314,1.966789343189768,59,0,1,2826.1994594558673,9.30445516798396,2,1,1,1
7947,962,уборка,Екатеринбург,9,20.875055934383656,3.946218568008765,22,23,1,2483.108176816828,1.3983826540536182,7,2,4,0
7948,817,покраска,Екатеринбург,6,18.774013969402375,4.351996889502971,54,23,1,2224.185500399444,8.611343332782267,1,1,4,0
7949,656,штукатурка,Москва,11,25.020265961552006,4.446883383927686,49,39,1,3036.0524376716685,2.621210990161292,4,3,4,1
7950,898,покраска,Санкт-Петербург,1,25.15789392998349,2.0805930948397746,51,3,0,1578.9635694113106,6.889360138339046,6,16,1,1
7951,316,покраска,Новосибирск,3,17.898893495431192,3.6438917317813675,29,34,1,1530.4716982043458,6.073807434854945,4,19,3,1
7952,694,уборка,Екатеринбург,7,19.158975655228282,1.921416239659718,19,34,0,4292.185385169252,2.181511484431875,4,18,3,0
7953,30,уборка,Екатеринбург,7,27.695339654685984,3.4910484558729613,24,11,0,3356.2546937668235,3.694158660037281,5,19,1,1
7954,596,электрика,Екатеринбург,5,27.9310612769666,4.548843972166788,49,22,1,4234.2410083432915,5.467498964439022,6,18,2,0
7955,678,штукатурка,Санкт-Петербург,3,20.09536862490786,1.1635747304083255,57,21,1,1898.7429998428306,9.118912787003564,2,4,3,0
7956,796,штукатурка,Новосибирск,7,0.7287512061083246,4.940902670901624,52,25,0,4353.662608605093,1.8429268325647985,6,3,3,1
7957,793,уборка,Новосибирск,5,3.5801308352412593,4.308351509833781,23,3,1,4729.583340458035,3.437159664298526,5,10,2,0
7958,96,уборка,Екатеринбург,6,25.809304687345275,4.046648465174794,39,6,1,3366.807419921629,9.943946043809362,2,8,3,1
7959,381,штукатурка,Москва,3,2.9990664329386445,3.765451574847164,42,22,1,1869.0296487925225,7.896035497495491,3,20,2,0
7960,778,электрика,Екатеринбург,6,6.798815835224458,4.081095555655514,30,30,1,1931.3734158037657,3.842157940006997,7,4,2,0
7961,444,уборка,Екатеринбург,7,7.3011270665387284,4.978381424162183,40,6,0,2179.638720490727,1.4219344579205107,1,1,1,0
7962,298,электрика,Москва,8,18.206925708507192,4.080765188450163,26,21,1,2148.408366588973,5.007412350297365,6,19,2,0
7963,808,покраска,Москва,2,17.510667537571045,2.406403138673308,59,38,0,4807.045384395428,5.83774006117093,3,3,2,1
7964,737,уборка,Екатеринбург,2,9.037816940901807,3.455687411734013,54,39,0,4301.031294719485,2.583457639552993,7,4,2,1
7965,845,покраска,Санкт-Петербург,6,6.624535284269064,2.347692064639343,54,18,1,2613.496385415365,7.120227804316026,6,20,4,0
7966,361,уборка,Санкт-Петербург,8,23.053694880795536,4.8802617730266835,47,29,1,4358.018808598559,5.410438765725419,1,12,3,1
7967,374,покраска,Москва,5,28.095956590376296,4.6005589313028015,37,25,1,4202.472983329795,3.6700666483060775,1,3,1,1
7968,554,уборка,Екатеринбург,1,2.0577675575349414,3.270480909851314,55,21,1,2743.42712176035,2.8965233342015004,4,9,3,1
7969,303,электрика,Санкт-Петербург,11,4.428823649793454,4.125095017973797,33,8,1,1604.9475578200224,2.8496007740639975,5,12,3,1
7970,421,электрика,Екатеринбург,1,19.44383766681837,4.638747771887056,39,28,0,1530.6075610073874,7.898270159333983,5,11,1,1
7971,246,электрика,Екатеринбург,10,24.231022824307058,1.9744010546262372,55,31,1,2639.6817345480417,4.981908667491331,2,11,1,0
7972,720,покраска,Екатеринбург,9,23.840065728903788,3.3179274277152184,27,17,0,1658.8838817549254,2.829356309113449,4,1,4,1
7973,237,электрика,Санкт-Петербург,4,21.730653015939332,2.9268652770101933,37,30,1,1923.8326476734496,7.884567868768024,5,22,2,1
7974,534,покраска,Новосибирск,10,26.679124657693713,4.086365419371766,58,31,0,2390.538299141654,0.2181023051660158,2,13,1,1
7975,185,уборка,Екатеринбург,1,6.911791947338979,2.5163300853353148,19,8,0,2126.5753957426505,9.953513336914897,2,9,3,1
7976,468,покраска,Санкт-Петербург,11,3.665082921512441,3.8359185588327667,20,29,0,2006.7034901821946,8.886942444686488,2,14,4,0
7977,754,уборка,Новосибирск,8,18.653207617695365,2.611972356046951,59,36,0,2417.5008127179203,7.429623843002686,5,1,2,1
7978,363,штукатурка,Москва,2,24.757138799941256,1.444299458578017,25,31,0,4079.1227000458,2.6639792709456978,1,15,2,0
7979,283,штукатурка,Санкт-Петербург,2,17.670285565176908,1.4284857264332689,26,7,1,3055.5253512036934,8.89878224545453,4,6,1,0
7980,553,штукатурка,Новосибирск,1,28.908425880037733,1.4762252982127495,45,23,1,3821.202859873912,8.165110891699317,4,8,3,0
7981,336,покраска,Санкт-Петербург,1,23.969151611057786,1.130079503728647,38,3,1,4750.664033801719,8.01378831648702,2,14,2,1
7982,162,штукатурка,Новосибирск,9,21.173358126823196,3.131892686387088,50,16,1,1504.7408952651165,1.7534499023533834,2,23,1,1
7983,160,штукатурка,Новосибирск,1,2.277590080716141,3.6876107279349397,51,20,0,4829.3742069391465,6.154720228223618,2,8,2,0
7984,474,штукатурка,Санкт-Петербург,6,3.678396042584622,1.5069136073027583,21,8,0,2476.9891343848867,8.999971712799312,2,13,1,0
7985,601,уборка,Москва,7,23.652710161440233,3.447432000886448,42,4,1,2506.2774521892234,5.044577876749593,2,7,3,1
7986,322,электрика,Екатеринбург,4,6.348018804522366,3.390960313031648,49,4,1,3702.9317464219216,5.515747189972712,7,11,1,0
7987,12,покраска,Новосибирск,5,1.3506376943302214,1.5883762055874495,29,29,1,2762.991435608522,4.077689902681821,2,1,1,0
7988,424,штукатурка,Екатеринбург,4,27.367440229535465,2.616330399845053,19,5,1,1781.6031367401165,6.699619192903512,6,8,3,1
7989,73,уборка,Москва,4,26.778758524186408,4.0205428390839355,29,37,0,3990.066502074465,8.6034615254406,7,6,3,0
7990,588,электрика,Екатеринбург,10,6.945272903329009,1.067024102208046,43,7,1,2141.1587941167536,5.1044563433935854,7,19,1,1
7991,858,электрика,Екатеринбург,1,23.516084613152163,1.5877915355935528,38,32,0,4752.801548478418,9.689768578656569,4,22,1,1
7992,201,электрика,Санкт-Петербург,6,1.9154000057438252,4.983313497298978,54,14,1,4957.522943573853,4.035696735740774,6,14,3,0
7993,522,уборка,Санкт-Петербург,10,8.909211112786261,3.9341795885962383,53,36,1,2134.282632902892,1.213955875423216,2,0,4,1
7994,864,штукатурка,Москва,10,18.898173793570432,2.856521116877023,35,8,0,4137.9016250801305,0.1456867520602645,1,3,2,0
7995,505,электрика,Санкт-Петербург,7,23.013780386672373,3.519205648366501,41,2,0,4971.382234483716,5.790331823325641,3,15,4,0
7996,738,уборка,Новосибирск,7,0.8067760692515924,4.384883882393898,47,30,1,4843.576130547926,8.134069139883302,6,8,2,0
7997,688,уборка,Москва,8,10.12315409157545,4.3692183422145465,34,38,0,3477.2018841386052,8.484555592371319,7,11,4,1
7998,788,покраска,Санкт-Петербург,7,6.823194021878383,2.2988057418448284,33,6,1,2592.095789987555,9.637287442438263,6,9,1,0
7999,39,уборка,Санкт-Петербург,6,29.964021969587346,2.9651656901808963,59,15,0,1540.8228795199843,5.263032133863003,5,3,3,1
8000,60,электрика,Москва,8,20.293975855364433,3.5522203859945747,34,27,0,4643.824756913951,2.101966906525522,7,22,2,0
8001,578,электрика,Новосибирск,3,12.467307859952443,1.2875876660584162,29,34,0,1624.5816209908467,6.78260064011018,5,14,4,0
8002,321,уборка,Москва,9,2.731751758430208,4.783186397563009,44,14,0,3517.4774843313267,8.929201263267071,6,17,3,0
8003,435,электрика,Санкт-Петербург,3,18.16077259645543,2.730967302649492,21,6,0,2151.5230386801295,1.856863718842734,7,13,2,1
8004,636,уборка,Санкт-Петербург,4,19.430193392613894,2.4834493090317076,52,34,0,2346.9409903375386,3.4787313046968062,4,2,1,1
8005,676,электрика,Москва,10,24.583974861342487,4.6284014457993035,18,30,0,1581.7306812620018,7.83150528513897,5,23,4,1
8006,408,покраска,Новосибирск,6,9.013017161121224,1.4731465950124187,29,37,0,1629.1720671260287,2.3465759692068455,2,13,2,0
8007,923,штукатурка,Новосибирск,8,29.452128374162847,1.157043189548434,46,7,1,2725.7199526331033,8.985971130039829,1,0,3,1
8008,386,покраска,Екатеринбург,3,13.46423930976151,3.7400096492010957,25,37,1,4571.4600481921725,8.42345759498826,4,18,4,0
8009,671,покраска,Новосибирск,10,9.230340762455063,2.5400118724204166,25,15,1,3480.416593626389,5.0511710912585865,4,23,4,0
8010,569,штукатурка,Москва,6,10.779255353043006,4.057903235320423,29,33,1,3384.072716185775,9.977246196795978,1,11,2,1
8011,78,электрика,Новосибирск,5,15.827788562530152,1.274178446107022,53,0,0,3671.057846924151,2.9517765050790534,6,15,3,0
8012,194,штукатурка,Новосибирск,5,28.132696152960253,2.5350285741415455,51,18,0,3373.6678731740512,9.31468947792958,2,21,4,0
8013,285,уборка,Екатеринбург,5,22.187184538622315,1.941300848184449,53,13,1,2564.8559379363955,2.9098185591249237,4,8,1,1
8014,527,штукатурка,Новосибирск,9,17.52473465918158,3.958426131786389,21,18,0,4579.896220062953,6.945878022605385,7,20,1,1
8015,524,покраска,Екатеринбург,7,5.302906445405923,1.9086804417094858,28,22,1,3164.6116049936736,7.5520919744452355,1,8,1,0
8016,613,штукатурка,Екатеринбург,9,4.905922671280714,2.8317813390974194,20,3,1,4134.281080196564,6.504330640249304,7,12,4,0
8017,156,электрика,Новосибирск,9,15.314808957500139,4.275510204546848,27,33,1,4692.1601221681885,5.36469601935372,2,14,3,1
8018,340,покраска,Санкт-Петербург,6,21.99690678574865,4.661562141857878,29,1,1,1513.045584198861,6.526368434615221,6,11,3,0
8019,125,уборка,Москва,6,22.65485909627575,3.890423174663111,26,11,0,3173.481578054565,0.2314153072015679,1,23,2,1
8020,871,электрика,Москва,4,7.164474324349623,2.7169136461318146,38,22,0,3616.1549521523266,8.810819612923956,2,15,3,0
8021,280,покраска,Новосибирск,8,3.4529356289939717,3.2879434989709324,51,17,1,3258.375536543813,5.328067226156252,5,9,2,0
8022,917,уборка,Москва,2,11.841599182986789,3.7587597886099755,39,31,0,4658.4550698937255,4.842230245695246,7,16,2,0
8023,906,электрика,Москва,5,27.58609002570019,4.499730506296473,35,16,0,4790.168379414512,5.746928718650311,1,7,2,0
8024,622,уборка,Екатеринбург,1,16.588333953746776,4.554295939041166,23,30,0,1970.0133934654543,5.707073450174694,2,23,4,0
8025,846,штукатурка,Санкт-Петербург,10,9.942943121537343,4.723877965953388,42,35,1,2558.616269469235,7.289569167492386,3,12,1,0
8026,869,штукатурка,Москва,2,10.04731121600409,4.242844395629529,32,25,1,2423.5789695180374,0.8745441089713046,7,9,4,1
8027,658,уборка,Санкт-Петербург,1,4.396567834054456,1.5871917437666672,18,11,0,3238.6884871067236,9.407534891479365,5,14,1,1
8028,728,штукатурка,Москва,6,14.46010021513166,3.9905581335449725,57,34,0,2837.367692704923,9.40692113621868,7,14,4,1
8029,910,уборка,Санкт-Петербург,2,23.845199016187735,4.258369494252871,35,15,0,2757.2566596582064,0.12539007131181057,4,9,2,1
8030,674,электрика,Санкт-Петербург,4,29.072481400056567,4.511485710705535,48,3,1,3368.652551466119,5.24160898344549,1,2,3,1
8031,128,покраска,Москва,5,15.297052498760275,4.699267578471304,37,27,1,3215.2325970967677,7.328362199584449,7,8,3,1
8032,314,уборка,Екатеринбург,7,5.432840017359309,3.0366392540737897,42,37,1,3128.8136672583173,2.7971513287019967,2,7,3,0
8033,332,покраска,Санкт-Петербург,10,20.647036794184505,3.620370780497242,50,32,0,1896.248882158916,6.391110337211067,4,9,2,1
8034,150,покраска,Санкт-Петербург,1,22.825344610986214,1.0382111064678763,27,36,0,3387.4317474239697,6.559684556398509,4,6,2,0
8035,454,уборка,Москва,11,2.615142607981515,3.291134270769736,46,9,1,1706.3621581163197,2.1727284637469815,6,1,2,1
8036,36,штукатурка,Санкт-Петербург,5,25.57910432412125,2.8927935242957585,36,30,1,3657.222756889512,2.1056190490792304,4,0,3,1
8037,685,электрика,Санкт-Петербург,4,24.965010504877792,4.849224178779197,45,13,1,3682.0320320482692,7.524009472678751,4,4,1,1
8038,420,покраска,Екатеринбург,7,14.439961094153979,4.606837194410908,44,4,1,2412.067152412321,7.0936050984089505,2,16,4,1
8039,22,электрика,Санкт-Петербург,10,17.032464299168115,4.190415717733543,36,9,1,1973.594866020053,8.63145156873681,7,15,3,0
8040,206,покраска,Екатеринбург,7,21.545537879472114,1.2279767380810669,48,24,0,4293.961384037804,8.839696467848677,6,19,2,0
8041,639,уборка,Санкт-Петербург,8,20.46406968935435,2.608115369133333,52,16,1,4196.339799168887,1.58025310079549,2,3,1,1
8042,848,штукатурка,Санкт-Петербург,4,0.9878113566996675,3.7841688887782405,31,19,0,4811.025916789615,8.031691236771751,6,13,4,0
8043,957,электрика,Екатеринбург,4,4.111841463530331,1.1186429742571242,23,32,1,3062.0826962373103,6.639893146268049,3,1,3,0
8044,356,покраска,Екатеринбург,10,5.296421395546748,1.9432551670112046,26,8,0,2604.4305802953095,6.44853125220222,3,3,3,0
8045,440,уборка,Новосибирск,5,22.792438727626916,4.5500287604725145,58,30,1,2559.1280229101426,2.702795948114445,2,14,3,1
8046,729,уборка,Санкт-Петербург,5,13.482465105325211,1.519123069197697,44,4,1,2130.6417026956415,8.290494618312517,6,0,4,1
8047,96,покраска,Екатеринбург,11,16.59232747841134,1.2054940173545767,34,28,0,2724.0647337434502,9.899135067744421,2,17,4,0
8048,929,покраска,Санкт-Петербург,3,23.294279388416783,3.322343025138677,53,3,1,1947.29121941598,1.6295124685963769,3,7,2,1
8049,941,покраска,Санкт-Петербург,5,10.558976937390678,4.785858461711121,21,30,1,4552.126250915288,7.398074879450754,2,19,4,1
8050,164,штукатурка,Санкт-Петербург,5,22.592261705903805,4.3384989596345545,41,3,1,2714.0827368412206,3.7980193027474787,1,15,4,1
8051,148,покраска,Москва,8,13.547828601572009,4.899090018883822,33,17,1,3415.4778355833205,1.8791542478044765,6,15,2,0
8052,530,покраска,Новосибирск,7,11.626815539339095,4.014092614784998,34,17,1,1733.042433164983,1.3844638090346872,1,3,4,0
8053,294,штукатурка,Москва,8,10.324599289614833,2.7494790963382862,20,39,1,2482.5695353625756,2.0872694733617427,7,12,4,0
8054,195,уборка,Новосибирск,5,28.965872057025294,4.786465758359496,56,33,0,2282.3953795173384,8.516189733497464,7,7,4,1
8055,663,покраска,Санкт-Петербург,11,23.273215615914875,2.706533113813247,54,13,1,4604.370250970206,5.480136478454759,1,23,4,0
8056,480,электрика,Санкт-Петербург,2,1.0957802528191165,2.4003784653769773,20,25,1,2130.052877742317,8.918953985199384,7,16,2,0
8057,877,уборка,Екатеринбург,8,28.74375685228695,2.7927836710697354,58,22,0,4284.34496872395,9.089178568463014,1,7,1,0
8058,123,электрика,Новосибирск,9,23.375469076936863,4.255895817529858,52,32,0,2489.33989844615,1.5066578749248827,4,8,3,1
8059,400,покраска,Новосибирск,2,4.9006540764005395,4.670774199395553,20,16,0,2239.0728802329077,6.286415536859017,1,19,3,0
8060,699,штукатурка,Москва,1,2.7519746996338554,2.430728439838702,33,31,0,1533.8099989116185,0.5119510313213771,6,13,3,0
8061,965,штукатурка,Новосибирск,6,9.591725762953875,2.84898982612905,37,34,1,2520.4666840184914,2.7377776860182856,6,23,4,0
8062,452,штукатурка,Санкт-Петербург,3,18.91335511570882,4.593309293217532,23,29,0,1746.0089233945305,1.7329307787738735,3,9,2,0
8063,661,покраска,Екатеринбург,1,18.68812732990929,1.1881746581146757,50,14,0,2767.461084932067,8.387168980371271,6,20,3,1
8064,104,покраска,Москва,6,8.637578691902004,4.135474776455405,44,6,1,1685.1644998462248,3.647794128359262,7,16,1,0
8065,755,электрика,Екатеринбург,8,13.647411870393825,2.8168710329373563,47,5,0,1724.7922886752199,9.934636510536071,4,6,4,0
8066,462,штукатурка,Новосибирск,9,6.7507595935551965,2.506073404198685,52,8,1,2740.9056219597796,1.4127291802258202,7,17,1,0
8067,743,покраска,Новосибирск,6,1.9920712124187554,2.787685167347356,35,12,1,3068.0053048180844,2.283706152777679,7,13,1,0
8068,991,уборка,Москва,6,15.750628789092922,2.674762702006319,47,39,1,2663.4435153748527,6.449469629658939,3,4,3,0
8069,718,покраска,Новосибирск,1,10.736238460435123,4.026474472751223,43,17,0,1582.931681203635,9.687466741508024,5,12,1,1
8070,710,покраска,Екатеринбург,5,16.515031752788936,4.711790088976622,32,34,1,2123.327595592304,7.3339491470602685,5,0,3,1
