тип_работы,продолжительность_заказа,город,расстояние_от_центра,требуемая_квалификация,сезон,день_недели,время_суток,наличие_бонусов,средняя_температура,количество_доступных_работников,историческая_средняя_цена,уровень_безработицы,средний_рейтинг,цена_за_смену,время_самодобавления
покраска,7,Санкт-Петербург,2.115417970094028,низкая,7,5,6,0,-16.435937377392165,27,2953.1275266539988,8.623595899526054,1.5785643311557007,5431.175525991387,0.1391756786184087
электрика,5,Екатеринбург,12.325465544745331,низкая,7,4,17,0,-21.64115619151277,35,3744.1333822186607,3.044323473369994,4.403752269581013,7958.6447910033,4.0910144128327515
электрика,4,Екатеринбург,10.437917081596728,средняя,8,5,15,0,16.177039959833614,97,3849.254580484717,2.4905625512355023,3.2757308797291396,3710.2489475317616,1.1989384099172
покраска,4,Москва,19.30194765711759,средняя,12,5,6,0,19.77442884755795,82,2400.476556777383,0.5855095077528139,1.6190711182257886,6752.157242071543,4.2906461607625515
уборка,10,Москва,16.30212068403538,низкая,9,3,17,1,27.777949775678636,58,4085.3782558661433,2.503314760085188,4.443508222170445,9356.833589657243,1.3460126450141523
уборка,8,Москва,18.081137401941863,высокая,4,4,8,0,30.71860553614185,84,2011.409382484142,6.200594940478222,4.299144896555911,2441.304074215778,1.348588343957471
электрика,10,Екатеринбург,14.423327486660796,средняя,2,2,19,0,26.489287408629963,63,2527.096652812428,2.0086864551876547,3.6828377914685317,9075.631563735424,4.4305428228669
электрика,10,Москва,8.693245882350585,низкая,10,4,1,0,-22.037846405012854,33,3563.9793186692764,4.6650125156673035,2.6219289504687553,3671.208787429368,1.812507658804765
электрика,10,Санкт-Петербург,28.608346790921072,высокая,12,3,4,1,-15.464125787009099,95,3388.5098986288845,7.997012820737782,2.9767407925358005,2660.341042636025,3.366548357821684
штукатурка,10,Санкт-Петербург,3.0490702129240996,низкая,12,7,8,1,-22.039105843790054,83,3966.035138330538,9.551869823932925,3.813736104795832,4553.347371313228,1.849466860316728
электрика,10,Москва,28.19728448422656,высокая,10,5,3,1,-7.020905488601404,97,3540.1981352266776,7.0049195492525085,2.201475989623088,6081.490438823874,2.7523671417440956
штукатурка,1,Москва,9.681522382509673,низкая,3,6,15,1,-21.93533003480576,81,1673.4020909208152,1.957331208434504,3.381674293133154,4856.778337315976,3.8768709068288856
покраска,5,Екатеринбург,15.623512638335274,низкая,9,4,20,0,12.46302427993544,33,4921.960489935767,3.8313965724915713,3.488167323695777,3060.665955676134,4.600550543975698
уборка,2,Санкт-Петербург,3.710848523412611,высокая,11,3,23,1,16.58650700411286,69,4172.211351657463,5.540498671717194,1.8883897992955307,5813.2420736600125,3.293917765862075
электрика,11,Новосибирск,2.592466516944773,средняя,8,6,2,0,-19.626409961632966,40,4581.509190956029,8.714078649638596,1.514577671303579,2016.3302414520733,1.9656650715163562
уборка,9,Новосибирск,13.171590737198786,низкая,6,2,5,0,10.402443274764323,47,4313.748556753597,5.477232645876933,1.6591822944338621,2076.1400278086876,2.030953296347967
уборка,7,Екатеринбург,22.380072603200507,средняя,11,5,16,0,-28.505688570599688,45,2243.3779293848365,4.912945543292215,1.0846166036729024,8650.29427772206,0.8647919350442065
электрика,10,Екатеринбург,8.446260937682194,низкая,3,4,18,0,-1.7659324850575011,27,4764.480643036059,2.5970883132898614,4.004419600710172,6546.479337884,2.8708358961741802
электрика,8,Екатеринбург,17.089262723591943,высокая,10,4,7,0,-11.452961484624645,7,4944.292941727454,4.996020381157567,4.2378297141155254,4908.1495573217835,4.226999845352045
покраска,6,Санкт-Петербург,8.720185045423142,средняя,8,6,9,1,34.90216700290593,58,1775.3527367399306,3.1871567090632738,4.198427170023077,5223.498376179603,0.7378067611040718
штукатурка,9,Москва,11.964085296344704,высокая,2,7,9,1,29.98100023390107,14,2054.523232044116,5.644604350989408,4.719940583188556,5649.468196460738,1.3790096003678878
штукатурка,6,Москва,27.24016639497783,высокая,11,7,15,1,-20.40824535244267,4,4966.028576835748,8.087143507268017,1.339083318253079,3886.141975275249,0.1948987014388259
уборка,7,Екатеринбург,25.747268952100125,средняя,4,5,5,1,29.62910144091581,82,2527.1261635194505,9.457238748210695,4.722741162430777,7815.107506652704,2.677773899284168
электрика,7,Санкт-Петербург,15.722517530820081,средняя,4,7,19,0,-2.778660569432411,34,4369.309352282559,8.09597740509436,3.007416578573913,4457.707887732577,0.3850850098191393
покраска,9,Новосибирск,7.524116010426323,средняя,9,4,7,1,7.482128292814245,80,1759.5007448305228,8.283000432077111,2.5734773005691927,6612.203448170259,2.937843175609797
покраска,11,Екатеринбург,6.198925425624173,высокая,8,5,2,1,4.694687693887133,91,4063.543242414076,3.579922443534219,1.5674337802227263,3076.514353836237,1.4928142929580275
покраска,8,Санкт-Петербург,28.64557691455357,высокая,7,7,1,0,17.20017586412439,38,3954.882495884095,6.955032387645184,2.933004095269502,2220.5441293650965,4.033296873982296
покраска,1,Екатеринбург,6.480139597065282,высокая,4,3,9,1,-8.22780840966325,20,4781.755995568131,3.880916748092178,3.726814946915781,3194.2729497516957,2.720820019564588
покраска,4,Санкт-Петербург,24.340965171919905,средняя,7,5,7,1,-25.470631895221462,46,4050.5085786110876,0.24231812937026476,1.3556996929060072,4820.992669788722,2.4596079251209666
штукатурка,7,Санкт-Петербург,11.38462118129835,низкая,1,2,11,1,-2.8542489132797115,19,1644.8986715450915,8.845430880742917,4.911192787198498,3111.9654523739478,1.2350161245129754
штукатурка,11,Екатеринбург,29.57696550296803,средняя,11,5,19,0,5.392860784531287,1,3076.5847349947644,0.5229117411575501,4.667090805933847,7274.139858637754,4.635724225487497
штукатурка,8,Москва,11.360594340702242,низкая,8,6,11,1,6.069407262253698,23,2717.6171503589358,1.1552671853218965,4.548971820522315,3303.4063582498457,4.766294952717806
электрика,7,Екатеринбург,10.86974043486642,высокая,8,4,8,0,21.518845985206212,62,3497.5421250731124,0.18390860924109353,2.638261539659207,8503.920506182574,3.7952132746039133
уборка,3,Москва,19.30517705188988,низкая,9,6,18,1,-27.125319786935613,73,2999.128928550613,0.6725700631116638,4.423904323559296,8367.536705240072,1.6007252154047749
покраска,4,Москва,28.864745795491167,средняя,9,5,21,0,34.22613352928825,28,2482.9510271688587,0.590136021242399,1.5017457867198463,4268.849914262086,3.9630649860186815
электрика,7,Новосибирск,29.29818337099477,средняя,1,5,14,0,34.386725187965496,84,3813.657054399568,6.773067215236932,4.6430247498561705,5726.388981997157,3.648825844436159
покраска,8,Санкт-Петербург,21.362581320776062,средняя,10,5,13,1,-23.563906563120653,80,2588.9757851776844,8.534987550504889,4.418671470908028,7464.757639493453,1.1363716381682676
штукатурка,7,Екатеринбург,22.76088778627243,низкая,7,2,4,0,-7.638863451322081,77,4477.300645497251,7.96688119755771,3.3486603050627446,5394.742118580916,0.4998516655792905
электрика,6,Санкт-Петербург,17.120364191204317,средняя,1,6,17,0,8.370193920048294,33,2630.478256468345,6.262851703738487,3.6493694185107515,2626.1681819950018,1.0457912568887102
штукатурка,9,Новосибирск,22.79538430440379,низкая,6,2,11,0,-5.733821073403245,3,3303.669925298178,7.85995667624991,2.4028676127107698,4219.435747764826,4.3474082773182365
покраска,9,Москва,25.86349982162965,высокая,5,4,5,1,1.6956047073630245,79,4391.075989542118,4.565647807486392,4.795355974730937,6106.943530368279,0.8664578470680259
покраска,11,Екатеринбург,14.839811444253186,низкая,11,6,19,0,-8.81465681304972,16,4380.1122101360015,9.064059051340726,1.2670494158285148,8530.635587083127,3.981139861652907
уборка,7,Санкт-Петербург,18.78593675348804,высокая,2,4,20,1,16.288666035452863,30,3551.3225499313435,4.599087355924466,4.56399819253615,2553.8409514879695,1.660415013470383
покраска,8,Новосибирск,16.350842509374907,низкая,3,5,10,0,-6.338879106152902,25,2829.722900745346,0.2821177853007162,2.0457737455443614,3412.0621690534444,3.6450272288246786
штукатурка,6,Москва,17.092883099095978,высокая,8,1,14,1,-2.057382803079001,78,3452.7882025609674,7.024749076382918,4.2203599800994755,9448.35029122121,4.507305496801783
покраска,1,Москва,26.756413341281256,средняя,2,6,21,0,7.434002837528844,1,4473.892426512721,8.307348687831386,1.1977108774302319,4544.981435302808,3.9618613033570687
уборка,1,Санкт-Петербург,10.990696491064321,низкая,11,3,22,0,32.99808207763137,33,2265.734264566281,2.24579566034223,1.9771189385295433,5020.134672507453,2.73319811187489
уборка,6,Москва,6.641428755218414,высокая,4,5,3,1,11.717290445584133,37,1928.697878214897,3.178447905756597,1.7912014858383563,7327.077530338355,0.12380051376657897
штукатурка,2,Новосибирск,13.960263253072059,средняя,3,7,23,1,-23.70012529026459,29,3537.1127800948598,6.949622577347111,4.913053261621867,4947.113142498154,0.77539457808521
электрика,8,Москва,6.638513119197323,средняя,12,7,13,0,-9.271459650938116,37,3509.1504016031336,5.738172373974619,1.839121070724703,3846.217737305131,3.938807984248291
покраска,1,Екатеринбург,15.202812557029565,высокая,7,3,4,1,-2.7185546227990685,61,2526.018801121939,8.899695828246909,2.4844039971914698,9747.64915952707,0.576102596130148
уборка,2,Екатеринбург,27.153489108033227,высокая,8,2,22,0,18.11129831225157,8,3020.6128278197953,4.776740400848876,2.1922000697738873,6168.10970661019,4.868507999855849
покраска,8,Санкт-Петербург,18.714288854233097,низкая,4,4,21,1,-0.9530891347032231,1,1809.8496497056508,6.724527690824549,4.943667817383927,4968.229858233531,4.854401056364029
покраска,6,Новосибирск,25.73526917244079,высокая,6,1,20,1,12.84177429415444,63,1957.660946107259,2.7163731279328704,3.4634923247356113,8092.080948290023,1.5402283210567913
электрика,10,Москва,5.402632128657598,высокая,3,7,22,1,24.56715916176188,88,4399.16147373549,9.294332118983938,2.438910475616761,2817.773284905546,0.2675416748248832
уборка,2,Москва,27.075770979846716,средняя,7,4,10,0,-23.218057058400753,65,3125.656084563585,3.6979761340256525,4.631600386209765,9217.050167443405,3.759720558824438
покраска,2,Москва,18.252721350009914,высокая,8,2,19,1,19.77307269634128,46,1849.3456894019089,5.39530743405562,3.8289095184212467,8494.623542940262,1.03667898870318
уборка,11,Екатеринбург,1.4369137678441541,высокая,7,5,6,1,18.462686859275053,43,4866.539618339002,6.164823616019907,3.81390680003884,5011.89090700913,3.6935148565594362
штукатурка,7,Новосибирск,19.177009180908588,высокая,4,2,12,0,23.281304660826315,10,2234.7950565570195,2.542732327748669,2.9455484393726645,3490.9257568087487,1.7412934219591032
штукатурка,5,Москва,28.56621020969708,средняя,10,1,18,1,32.144320528521334,82,2609.180330501578,3.1674415303342043,2.9912441364120688,8876.382241891839,1.9266862564126288
покраска,5,Санкт-Петербург,2.835426514023181,средняя,12,5,23,1,-9.876131598210701,85,4903.872600025166,5.0242584004669,3.9229634238667317,9649.226714021155,3.044575614562516
уборка,8,Новосибирск,17.682455848852378,средняя,9,6,3,0,-2.113667973626608,10,2133.100480547217,2.7086309187885362,1.0404584084216917,2383.0155980162012,0.9030937160074682
покраска,7,Новосибирск,27.506618784656585,средняя,10,7,19,1,-12.92567006005396,62,4890.539051846734,1.301529144392668,2.7491112864705616,9899.475821520686,4.850547379013406
уборка,9,Москва,0.7860074658640495,низкая,8,5,11,1,-8.738134243369942,86,4027.839397395719,8.365889427146335,4.92495811337214,5090.602355704179,0.31248517660705766
уборка,4,Екатеринбург,19.111931330741783,средняя,6,1,13,0,-8.561312664459741,51,2994.2299440515208,3.2472593229778166,3.614945243163032,8449.096568455512,4.744351838310079
электрика,10,Новосибирск,14.509617609013398,средняя,2,7,0,1,26.535376224331806,45,3582.2522292384024,4.159854886307302,2.5153463704701733,5662.402066189472,1.5630113409996567
электрика,4,Санкт-Петербург,10.736184900134013,низкая,10,4,7,0,-25.911609350702506,73,3277.622318460072,5.471663846074421,1.6804389192829086,6174.6611873828115,3.3656049695315904
электрика,2,Новосибирск,19.012326453388592,низкая,7,5,15,1,-16.82459061813635,73,4316.582251416374,8.424201783747684,2.4347453312880316,6287.526858516146,4.9900829770311566
покраска,3,Екатеринбург,2.054711790328799,низкая,9,4,20,0,9.686283929848535,45,1719.949956535862,1.4032007717708117,2.9196429180984653,9706.916747780357,1.2611900523110657
электрика,1,Санкт-Петербург,22.715359865478305,высокая,9,3,18,0,19.737660834587693,85,4346.871908349116,6.259539254138006,3.522810398965843,7038.718143677659,2.4284741270715267
электрика,1,Екатеринбург,0.632144569131375,средняя,9,1,4,0,15.329508508933252,58,4897.17375031246,3.510777046173149,4.932534334605489,4369.014759052797,0.21516074285234754
штукатурка,7,Москва,9.55460444187439,высокая,9,3,13,1,-26.97258108067818,95,3003.505275324791,8.695447664154301,2.9846170647217063,7012.8172259453795,1.1522618823086963
уборка,5,Новосибирск,15.366779811698013,низкая,6,5,11,1,-0.5033652159961726,66,2169.9082489821844,6.611908873130615,2.4544278026444744,2722.238596823235,0.7794740616200867
уборка,3,Санкт-Петербург,11.622156391713276,низкая,1,1,11,0,-18.009216769756748,24,1880.8321786661459,1.4519131019955633,2.015168201103766,4650.799964538675,3.795425649944307
электрика,7,Екатеринбург,9.570540088564684,низкая,6,5,19,1,34.229243429985445,97,2713.64447456353,2.9693722876246067,4.064276267477119,3390.0926179848084,3.4921518673625274
уборка,2,Москва,25.009636791308836,низкая,5,7,11,1,34.92797760789273,75,1957.2901177214287,0.3616033034020194,2.8552576321845717,6848.2183102661875,2.495357305714717
штукатурка,3,Санкт-Петербург,28.077560941021314,высокая,7,1,10,1,-26.69159471035602,65,2303.9906586794204,7.70561511818782,3.9005628461859754,6254.387550267207,0.1085890357680297
штукатурка,1,Новосибирск,26.27452420472372,низкая,8,4,14,1,13.402068348353467,55,3790.526388866164,4.12789062938136,2.1346352395766974,7797.388711587568,1.1082309196042666
электрика,8,Новосибирск,15.911723734974991,средняя,1,2,6,1,22.84922113084484,51,2955.2236698038096,0.4867358923377463,2.485162512628072,4708.410683115111,3.4144254597023713
штукатурка,2,Екатеринбург,26.58284316820775,средняя,10,6,9,1,-8.889308517544947,72,4653.571385704432,0.13456432117676553,4.822878030912365,9883.398669677807,0.16546620495392173
уборка,7,Санкт-Петербург,27.66541617285554,средняя,4,2,4,1,15.086368355951443,73,3123.660688134206,9.555468205516167,1.9337549171663309,4559.961958661936,2.9551585384231607
покраска,11,Москва,12.572532712900129,высокая,4,1,14,1,-17.801545236992396,21,2039.3503762562593,8.523363227128092,2.2743670645813,2418.1614668936877,0.8886743531156336
уборка,9,Москва,8.86165285541064,низкая,1,7,1,0,-21.68265503726665,47,1985.2452295483354,3.344425620531588,3.035210045861987,4163.473751482814,2.951852466082893
покраска,6,Москва,3.3988235714929496,высокая,11,3,21,1,30.144618091017698,22,3925.914741916067,5.165863187251036,3.103227389941363,6991.1443163612785,3.975422616007055
электрика,2,Екатеринбург,14.633211670952257,средняя,4,1,12,0,11.764822091342396,29,3718.6712963772634,5.759059625861157,1.2661554296168114,8082.661753998555,4.3837462067657045
покраска,2,Москва,28.415759152934022,низкая,7,4,13,1,23.10157061446101,40,3977.5476292974417,5.152902395788316,4.885978055070929,3935.1731213181192,2.218807754786447
штукатурка,9,Санкт-Петербург,17.046772078075946,высокая,6,6,19,0,4.626356277075409,3,2685.651100867306,3.0800010276541223,2.210597768741976,8240.228273120067,3.05685242392159
уборка,10,Екатеринбург,20.193082002692062,низкая,4,3,5,0,-19.942851803449727,49,4702.608646846513,3.9057174922121165,1.2148427509538768,4688.723402578872,2.712639707142816
покраска,8,Новосибирск,3.830072645509504,низкая,2,1,0,0,-5.517412976967368,25,1898.166875091203,1.811687185530264,2.0196196485259126,3312.420500910199,2.7457153581462213
уборка,9,Екатеринбург,4.733830092196559,высокая,12,7,14,0,27.307701941724744,82,1614.969894100855,0.3321474055881579,2.598385934484529,3123.4167292521233,1.9922869070751
электрика,4,Екатеринбург,14.20196122781034,средняя,7,6,10,1,-28.98557245616326,11,4097.5129279824,1.5472310834838476,1.9262228135348307,8545.742313960865,3.967052234757217
электрика,4,Екатеринбург,28.562311570019908,высокая,8,6,12,1,-16.53345391706747,94,3869.761895150515,0.13058654378918844,1.6198359933767628,3892.9572241044452,1.7572399529821587
штукатурка,2,Санкт-Петербург,11.143146926950102,высокая,9,7,16,1,-13.536371125181262,89,3227.4618167708177,4.330680437775158,3.0280702886366666,3760.1704854406853,3.0017544988139537
электрика,10,Новосибирск,26.38577921886724,средняя,9,1,3,0,-12.90527459912282,75,1652.9256039307468,6.608928555415906,4.185655209005388,9062.782178423155,2.3324233685000073
покраска,1,Новосибирск,4.04851350605849,высокая,4,5,22,0,-23.59186483260633,98,1899.7014997651313,1.8093671541011158,3.8194245184290003,4917.282320017725,1.7809668036449913
электрика,10,Екатеринбург,18.70200760454445,низкая,3,4,10,1,25.134280075583455,88,2183.5441556448995,5.339158795634127,2.7017383400993733,9922.569729348928,1.8897061739711118
штукатурка,4,Екатеринбург,18.218082818860285,средняя,5,4,22,0,-19.63159519971994,48,3735.531252716538,3.2496897991567586,1.495485166681072,4155.789009122274,2.2232224007555033
уборка,10,Екатеринбург,25.86630512707292,высокая,6,7,0,1,23.928835077575513,32,3820.665795952867,1.1999339592498282,4.819557799309161,7282.425283511148,2.0981687898228927
уборка,10,Санкт-Петербург,0.5978427799445944,низкая,12,2,13,0,-6.920984451755174,3,3869.200189566302,1.2758848501761122,2.3468664717349657,3556.0685933462173,3.572968603916008
электрика,11,Санкт-Петербург,6.102984182328378,средняя,8,5,20,0,-0.27432404290621903,45,4310.671466133785,6.181151069423899,1.412514651802947,3540.1540889036587,2.8663340915432793
покраска,8,Москва,6.980784950169711,высокая,3,7,21,0,0.08530457432251382,89,1586.7861544630584,1.1770783750230152,2.3458918879721744,8471.924059590867,2.6022964296159605
штукатурка,2,Новосибирск,28.523999598676752,средняя,6,3,4,0,16.354673444319303,20,3751.4168860124373,5.532602936115491,3.7882658821332402,9406.637731420766,0.9399304189738168
покраска,11,Москва,5.0339628599619015,низкая,5,6,22,0,17.534489215792938,20,2380.4707377776967,1.9062229492679827,2.004181847681234,9154.76928720346,2.4095147491754614
штукатурка,8,Москва,1.5903893315065312,низкая,7,2,21,1,11.644721822406737,51,3498.6316583277912,8.661321011707342,1.7317650698549123,8670.76518354422,2.4701071330562736
электрика,1,Екатеринбург,16.266614094883337,средняя,9,4,20,0,20.29495143082591,81,4082.5649453811734,0.4997994780489068,2.0544810799357323,6666.203927300211,3.5665977671182967
штукатурка,1,Санкт-Петербург,16.092474641793608,низкая,7,1,4,0,-29.460293362958865,20,4020.1645846421343,3.870866838203282,3.206929855471028,2905.145313285262,2.242831820781577
штукатурка,4,Москва,25.399385478351995,низкая,11,5,2,0,2.8126780279416863,82,2507.653354661517,7.615099423537356,4.498328487539739,4700.7696697293995,2.6458349959572898
электрика,7,Москва,28.49135968024516,средняя,6,4,8,1,4.061647361275064,14,2743.577731953522,7.491532245541418,1.5283445067566532,4248.350040206122,2.0639183799476855
покраска,9,Москва,16.387090543133866,средняя,9,4,12,1,-14.442910342094812,98,4710.561570599042,1.4477845874777007,1.575080057802149,4005.300248430108,4.894492149061388
электрика,5,Екатеринбург,27.934828381379837,высокая,10,5,10,1,6.164109026415922,80,4471.104912600754,1.967250304301924,2.7139192214681818,9785.98288222441,4.293357053072522
штукатурка,2,Екатеринбург,21.892194963344974,высокая,4,4,17,0,0.36522903140189555,32,2399.523221446413,5.463273698952791,1.5015493436247538,3196.3536104158443,0.3117024967140232
электрика,7,Санкт-Петербург,8.304494275869757,средняя,1,2,9,1,0.6873000654709251,72,3554.631979194389,6.8425395534612745,4.916604158953826,5753.721956835799,4.302172088816805
штукатурка,11,Москва,27.888410972845826,низкая,8,7,22,0,-22.300715483398825,42,1875.467724025467,7.522837549223464,4.514565478194715,9409.386194999428,1.8856496780925163
электрика,2,Москва,20.189573697365304,низкая,6,5,5,0,-1.7079350104626023,80,3788.5377779603687,6.205484080261888,1.2590705712584431,2484.4194100293653,1.7304217650681128
уборка,9,Санкт-Петербург,12.715830015907697,средняя,6,4,23,0,19.817997355870325,39,3674.7259202197665,7.831170081678592,4.627488056655757,7965.028798180301,0.5674835409061144
уборка,9,Санкт-Петербург,20.567141493249455,средняя,5,4,8,0,-3.350650570697127,38,2423.7107720994773,4.398794224684977,2.1377888294629566,6875.88647625856,4.540619814642228
электрика,3,Санкт-Петербург,12.33872841844065,средняя,10,5,12,1,1.687397530543823,64,2976.439153734475,5.606085909761294,2.291808963325537,4881.667875632893,4.398737391375723
покраска,8,Новосибирск,3.868421155644798,низкая,11,1,21,0,32.888826760832515,4,4238.072919186412,4.332322114710447,2.3538753511040555,9505.504432442354,4.680477569820434
штукатурка,11,Санкт-Петербург,21.709873041718545,высокая,3,3,17,0,26.665978476206682,99,2394.033121862847,7.609458151420538,1.2800043836277086,4681.244541469054,3.878058863836454
уборка,4,Екатеринбург,24.81058455903694,высокая,6,5,9,1,30.3655102278611,92,4189.282593383221,1.7481144787057457,4.114480239375498,3509.4453297289333,0.6185844088155218
покраска,3,Новосибирск,21.999782871071936,низкая,1,1,14,0,-24.951024202973084,63,2607.349920127854,2.5240826651258716,1.7300438410545484,7796.033147560282,0.23074455549181594
штукатурка,1,Санкт-Петербург,7.258882698821958,высокая,7,6,11,0,10.207743980874042,61,4438.477772129896,8.36833262484043,1.8320878418634021,4660.164597809628,4.560269537001558
уборка,5,Екатеринбург,28.72073289758958,средняя,6,4,19,0,-15.478228150959891,78,1606.7634962847542,7.143925459308045,4.0744240820341435,4294.912462683797,2.791774735892495
уборка,11,Санкт-Петербург,1.2450095698890995,средняя,5,2,14,0,-3.724162558302762,5,2403.5180618322875,7.351705026114196,1.2407588144107193,9449.608019936613,1.2646207021761813
электрика,4,Санкт-Петербург,10.314216272581398,низкая,3,6,13,1,14.18376119447111,66,2121.6837214817397,0.9912646967641425,2.3438448558826597,4461.96946345792,0.5258807238824522
штукатурка,1,Новосибирск,8.172726818779417,низкая,8,7,18,0,7.629468425706527,45,4616.99156685498,4.844058916886792,3.244311487122708,6595.770709085031,0.8133409848477083
покраска,10,Екатеринбург,1.9197237146381037,средняя,4,4,18,0,2.8726004565379384,50,2999.8192265812913,5.643395649704014,1.463154902830317,7236.594423581443,0.8711678329705058
покраска,8,Москва,12.46902594316572,средняя,9,4,20,1,22.93914837063427,88,3409.602566771179,7.79920426837463,2.7015720092470024,5882.762671354925,3.23560116889496
покраска,8,Санкт-Петербург,18.881887784801847,низкая,9,6,9,0,14.368910910335423,3,2347.268791778164,4.222316990889623,2.415066777673797,4489.579934167321,1.3584447980920675
штукатурка,8,Новосибирск,26.53530947281049,низкая,5,1,0,1,23.367931916271026,23,1949.2440567383487,5.407096310655627,2.286784259487888,6338.897378584114,1.5985818400304375
покраска,3,Екатеринбург,29.69584662764837,средняя,11,5,19,0,30.575596028032365,11,3593.848179998625,2.3833382467340316,2.0817253977596497,5197.412075389417,3.033551100328882
покраска,6,Санкт-Петербург,24.338642798929744,средняя,7,3,6,0,16.278102127237773,38,2491.547711154943,8.321225828918399,2.356519819182102,2283.9584325739715,3.9723345133253134
покраска,7,Москва,14.32607530202833,высокая,6,3,22,1,-4.299298058565803,56,4750.997963345217,9.13890743250639,2.567675192574059,4471.652085149675,2.0638655493326836
электрика,9,Екатеринбург,21.849280566027403,высокая,12,5,22,1,-16.169407286183514,35,3167.2243825674595,4.641616751792817,1.5127264309736894,6691.028430216726,0.28926943487466944
электрика,5,Екатеринбург,25.386901763394402,средняя,12,7,10,1,-12.390504140596555,65,1983.5590994260258,4.3724988958422175,1.831132653878397,2101.484201304743,3.2972369603583425
штукатурка,9,Новосибирск,14.2265622943511,низкая,6,5,20,1,-4.219045121833869,6,1583.268659702941,3.2826461025122198,4.641974207973465,7199.659569667966,3.4547867526330114
штукатурка,6,Санкт-Петербург,23.659105803752247,высокая,4,2,3,1,18.105921745072422,70,2312.9802560225316,2.6682538806376854,4.778091775289225,2248.185754847551,1.74866547179025
покраска,10,Санкт-Петербург,14.738246340229864,высокая,10,5,3,0,-27.389946254718662,40,2619.7308378255993,5.533770628373574,4.970514355122887,6503.004147106784,0.10598635191431555
электрика,10,Екатеринбург,11.90163173086332,средняя,12,7,20,0,22.928295880054392,90,2224.386390498807,1.6876927923509644,2.9146387655899657,2487.9274077928894,2.9012009062283193
уборка,10,Санкт-Петербург,16.019679714620956,низкая,8,2,21,0,19.278770552754892,35,2779.605038231198,5.893178763405285,1.5422269502920036,8783.243022142527,3.8973699506002455
уборка,4,Екатеринбург,20.437714760000773,низкая,11,5,9,1,2.4620824503395653,13,4576.375804814397,5.613180322531251,3.735084919237655,9283.386713887288,1.174413900507306
покраска,1,Москва,21.943020661398624,средняя,11,7,22,0,-4.021656260321741,25,1667.8338159267391,6.940658368094805,4.74730942981118,6915.039512806938,2.6121105641823266
покраска,1,Новосибирск,11.023719932317182,низкая,11,7,4,0,-22.674691610136932,86,4304.300031791673,2.2574435123461667,1.1240150104148272,3011.955071824891,3.5179842794722425
электрика,10,Санкт-Петербург,17.353947420903026,средняя,10,2,15,1,-11.169397565514046,81,2990.270247716323,7.019590668728453,1.0881701831571635,9228.570415446935,2.9865063717164237
электрика,5,Санкт-Петербург,27.34119078537319,низкая,3,5,11,0,-22.8741752318766,78,4672.460700868347,0.16923740073600313,3.4501406058975013,7825.788034355816,3.8792407765298598
электрика,3,Новосибирск,29.301230553263874,средняя,5,5,0,0,23.2274934923932,67,3834.675616101087,5.34427668981696,1.1577799256951722,9032.549027843505,2.0997917544912643
штукатурка,5,Москва,7.203818689926658,низкая,1,3,4,0,3.106961098778349,68,2077.2085721079807,8.440719416910992,2.5663107756095136,5711.009356634777,4.363568733127028
штукатурка,5,Москва,6.188519388543574,средняя,1,4,17,1,-13.958859304656972,99,4858.248698447517,7.278046149371443,2.509714277893802,5373.525524418539,1.6601381559361363
покраска,1,Москва,20.46222618614513,средняя,9,4,3,1,-28.824192346137217,47,2041.5013058497318,8.508323177795983,1.3959223212477916,6742.65883159475,0.8554532430713118
штукатурка,8,Москва,12.733174631791593,низкая,4,2,14,0,4.054862963728226,55,2677.0264604799663,1.4834627576726733,3.9835257795069015,5644.513907117638,3.9431415189478516
электрика,5,Москва,1.2145589833350425,средняя,9,1,22,1,18.885661251578497,92,4925.817884585728,7.188934053130383,1.4355473194374015,3365.349628929277,0.14985152551375497
электрика,5,Екатеринбург,10.732425184094883,высокая,7,6,5,0,19.82209606570963,43,2241.4607500292395,4.6907611669509555,2.0954684460826734,8602.51783918109,4.759532796990146
штукатурка,9,Санкт-Петербург,24.298969932431437,низкая,10,3,6,1,-16.06229672698246,2,3709.1423881705355,3.231664822829201,3.908963799867425,3523.6428273815745,0.4609945112645595
уборка,8,Санкт-Петербург,24.024094446303884,средняя,8,5,18,1,34.67903076081835,45,4921.284574401116,3.557630073252623,3.4727159321491747,7971.388122159682,3.9597397319295577
покраска,1,Санкт-Петербург,15.093211890089165,низкая,11,3,13,0,6.970694556710832,48,3911.218235932218,1.0194176706072111,2.8904652436906644,9126.650161180249,0.6930758406541825
уборка,3,Екатеринбург,14.44104907918229,низкая,9,1,14,0,-8.419542614014716,62,3819.668084813263,6.969525997106375,1.1957385522582271,6233.590634969188,1.4750603358303909
покраска,7,Новосибирск,17.595469551814134,средняя,1,3,20,1,-4.467496440353749,38,3675.410114026771,6.318963401686254,4.052211460051762,4024.225609528771,3.044531366581607
уборка,1,Москва,6.972202961625492,высокая,7,1,15,1,-21.9116047995373,47,3444.0972214743115,1.5262119846701017,4.301435407987077,2171.8212968572752,0.7868992547181703
штукатурка,1,Новосибирск,16.018286934283186,низкая,8,6,21,0,2.0681301425164165,4,4822.039437981041,5.442230923825879,1.408747636758,7236.4852672016905,0.5768331166183127
покраска,5,Москва,0.8258676216711274,высокая,2,1,14,0,18.964203457473893,60,3403.1487765345137,1.2967014862681336,4.9448073580797285,6426.41213774437,4.664737433193743
